Date,Time,Stock Name,Last Traded Quantity,cumulative_volume
2024-04-19,09:15:04,ABC,10804,10804.0
2024-04-19,09:15:05,ABC,0,10804.0
2024-04-19,09:15:06,ABC,0,10804.0
2024-04-19,09:15:07,ABC,0,10804.0
2024-04-19,09:15:08,ABC,0,10804.0
2024-04-19,09:15:09,ABC,0,10804.0
2024-04-19,09:15:10,ABC,0,10804.0
2024-04-19,09:15:11,ABC,0,10804.0
2024-04-19,09:15:12,ABC,0,10804.0
2024-04-19,09:15:13,ABC,958,11762.0
2024-04-19,09:15:14,ABC,0,11762.0
2024-04-19,09:15:15,ABC,0,11762.0
2024-04-19,09:15:16,ABC,0,11762.0
2024-04-19,09:15:17,ABC,0,11762.0
2024-04-19,09:15:18,ABC,0,11762.0
2024-04-19,09:15:19,ABC,0,11762.0
2024-04-19,09:15:20,ABC,162,11924.0
2024-04-19,09:15:21,ABC,0,11924.0
2024-04-19,09:15:22,ABC,0,11924.0
2024-04-19,09:15:23,ABC,0,11924.0
2024-04-19,09:15:24,ABC,0,11924.0
2024-04-19,09:15:25,ABC,0,11924.0
2024-04-19,09:15:26,ABC,0,11924.0
2024-04-19,09:15:27,ABC,1044,12968.0
2024-04-19,09:15:28,ABC,0,12968.0
2024-04-19,09:15:29,ABC,0,12968.0
2024-04-19,09:15:30,ABC,0,12968.0
2024-04-19,09:15:31,ABC,0,12968.0
2024-04-19,09:15:32,ABC,0,12968.0
2024-04-19,09:15:33,ABC,0,12968.0
2024-04-19,09:15:34,ABC,2373,15341.0
2024-04-19,09:15:35,ABC,0,15341.0
2024-04-19,09:15:36,ABC,0,15341.0
2024-04-19,09:15:37,ABC,0,15341.0
2024-04-19,09:15:38,ABC,0,15341.0
2024-04-19,09:15:39,ABC,0,15341.0
2024-04-19,09:15:40,ABC,2912,18253.0
2024-04-19,09:15:41,ABC,0,18253.0
2024-04-19,09:15:42,ABC,0,18253.0
2024-04-19,09:15:43,ABC,0,18253.0
2024-04-19,09:15:44,ABC,0,18253.0
2024-04-19,09:15:45,ABC,0,18253.0
2024-04-19,09:15:46,ABC,0,18253.0
2024-04-19,09:15:47,ABC,294,18547.0
2024-04-19,09:15:48,ABC,0,18547.0
2024-04-19,09:15:49,ABC,0,18547.0
2024-04-19,09:15:50,ABC,0,18547.0
2024-04-19,09:15:51,ABC,0,18547.0
2024-04-19,09:15:52,ABC,0,18547.0
2024-04-19,09:15:53,ABC,961,19508.0
2024-04-19,09:15:54,ABC,0,19508.0
2024-04-19,09:15:55,ABC,0,19508.0
2024-04-19,09:15:56,ABC,0,19508.0
2024-04-19,09:15:57,ABC,0,19508.0
2024-04-19,09:15:58,ABC,0,19508.0
2024-04-19,09:15:59,ABC,1100,20608.0
2024-04-19,09:16:00,ABC,0,20608.0
2024-04-19,09:16:01,ABC,0,20608.0
2024-04-19,09:16:02,ABC,0,20608.0
2024-04-19,09:16:03,ABC,0,20608.0
2024-04-19,09:16:04,ABC,0,20608.0
2024-04-19,09:16:05,ABC,0,20608.0
2024-04-19,09:16:06,ABC,855,21463.0
2024-04-19,09:16:07,ABC,0,21463.0
2024-04-19,09:16:08,ABC,0,21463.0
2024-04-19,09:16:09,ABC,0,21463.0
2024-04-19,09:16:10,ABC,0,21463.0
2024-04-19,09:16:11,ABC,0,21463.0
2024-04-19,09:16:12,ABC,0,21463.0
2024-04-19,09:16:13,ABC,1075,22538.0
2024-04-19,09:16:14,ABC,0,22538.0
2024-04-19,09:16:15,ABC,0,22538.0
2024-04-19,09:16:16,ABC,0,22538.0
2024-04-19,09:16:17,ABC,0,22538.0
2024-04-19,09:16:18,ABC,0,22538.0
2024-04-19,09:16:19,ABC,0,22538.0
2024-04-19,09:16:20,ABC,0,22538.0
2024-04-19,09:16:21,ABC,0,22538.0
2024-04-19,09:16:22,ABC,334,22872.0
2024-04-19,09:16:23,ABC,0,22872.0
2024-04-19,09:16:24,ABC,0,22872.0
2024-04-19,09:16:25,ABC,0,22872.0
2024-04-19,09:16:26,ABC,0,22872.0
2024-04-19,09:16:27,ABC,0,22872.0
2024-04-19,09:16:28,ABC,0,22872.0
2024-04-19,09:16:29,ABC,0,22872.0
2024-04-19,09:16:30,ABC,0,22872.0
2024-04-19,09:16:31,ABC,0,22872.0
2024-04-19,09:16:32,ABC,3500,26372.0
2024-04-19,09:16:33,ABC,0,26372.0
2024-04-19,09:16:34,ABC,0,26372.0
2024-04-19,09:16:35,ABC,0,26372.0
2024-04-19,09:16:36,ABC,0,26372.0
2024-04-19,09:16:37,ABC,0,26372.0
2024-04-19,09:16:38,ABC,0,26372.0
2024-04-19,09:16:39,ABC,0,26372.0
2024-04-19,09:16:40,ABC,0,26372.0
2024-04-19,09:16:41,ABC,2271,28643.0
2024-04-19,09:16:42,ABC,0,28643.0
2024-04-19,09:16:43,ABC,0,28643.0
2024-04-19,09:16:44,ABC,0,28643.0
2024-04-19,09:16:45,ABC,0,28643.0
2024-04-19,09:16:46,ABC,0,28643.0
2024-04-19,09:16:47,ABC,0,28643.0
2024-04-19,09:16:48,ABC,0,28643.0
2024-04-19,09:16:49,ABC,0,28643.0
2024-04-19,09:16:50,ABC,1642,30285.0
2024-04-19,09:16:51,ABC,0,30285.0
2024-04-19,09:16:52,ABC,0,30285.0
2024-04-19,09:16:53,ABC,0,30285.0
2024-04-19,09:16:54,ABC,0,30285.0
2024-04-19,09:16:55,ABC,0,30285.0
2024-04-19,09:16:56,ABC,0,30285.0
2024-04-19,09:16:57,ABC,0,30285.0
2024-04-19,09:16:58,ABC,0,30285.0
2024-04-19,09:16:59,ABC,931,31216.0
2024-04-19,09:17:00,ABC,0,31216.0
2024-04-19,09:17:01,ABC,0,31216.0
2024-04-19,09:17:02,ABC,0,31216.0
2024-04-19,09:17:03,ABC,0,31216.0
2024-04-19,09:17:04,ABC,0,31216.0
2024-04-19,09:17:05,ABC,0,31216.0
2024-04-19,09:17:06,ABC,0,31216.0
2024-04-19,09:17:07,ABC,941,32157.0
2024-04-19,09:17:08,ABC,0,32157.0
2024-04-19,09:17:09,ABC,0,32157.0
2024-04-19,09:17:10,ABC,0,32157.0
2024-04-19,09:17:11,ABC,0,32157.0
2024-04-19,09:17:12,ABC,0,32157.0
2024-04-19,09:17:13,ABC,0,32157.0
2024-04-19,09:17:14,ABC,0,32157.0
2024-04-19,09:17:15,ABC,0,32157.0
2024-04-19,09:17:16,ABC,3721,35878.0
2024-04-19,09:17:17,ABC,0,35878.0
2024-04-19,09:17:18,ABC,0,35878.0
2024-04-19,09:17:19,ABC,0,35878.0
2024-04-19,09:17:20,ABC,0,35878.0
2024-04-19,09:17:21,ABC,0,35878.0
2024-04-19,09:17:22,ABC,0,35878.0
2024-04-19,09:17:23,ABC,0,35878.0
2024-04-19,09:17:24,ABC,0,35878.0
2024-04-19,09:17:25,ABC,425,36303.0
2024-04-19,09:17:26,ABC,0,36303.0
2024-04-19,09:17:27,ABC,0,36303.0
2024-04-19,09:17:28,ABC,0,36303.0
2024-04-19,09:17:29,ABC,0,36303.0
2024-04-19,09:17:30,ABC,0,36303.0
2024-04-19,09:17:31,ABC,0,36303.0
2024-04-19,09:17:32,ABC,0,36303.0
2024-04-19,09:17:33,ABC,0,36303.0
2024-04-19,09:17:34,ABC,2104,38407.0
2024-04-19,09:17:35,ABC,0,38407.0
2024-04-19,09:17:36,ABC,0,38407.0
2024-04-19,09:17:37,ABC,0,38407.0
2024-04-19,09:17:38,ABC,0,38407.0
2024-04-19,09:17:39,ABC,0,38407.0
2024-04-19,09:17:40,ABC,0,38407.0
2024-04-19,09:17:41,ABC,0,38407.0
2024-04-19,09:17:42,ABC,0,38407.0
2024-04-19,09:17:43,ABC,1697,40104.0
2024-04-19,09:17:44,ABC,0,40104.0
2024-04-19,09:17:45,ABC,0,40104.0
2024-04-19,09:17:46,ABC,0,40104.0
2024-04-19,09:17:47,ABC,0,40104.0
2024-04-19,09:17:48,ABC,0,40104.0
2024-04-19,09:17:49,ABC,0,40104.0
2024-04-19,09:17:50,ABC,0,40104.0
2024-04-19,09:17:51,ABC,0,40104.0
2024-04-19,09:17:52,ABC,2584,42688.0
2024-04-19,09:17:53,ABC,0,42688.0
2024-04-19,09:17:54,ABC,0,42688.0
2024-04-19,09:17:55,ABC,0,42688.0
2024-04-19,09:17:56,ABC,0,42688.0
2024-04-19,09:17:57,ABC,0,42688.0
2024-04-19,09:17:58,ABC,0,42688.0
2024-04-19,09:17:59,ABC,0,42688.0
2024-04-19,09:18:00,ABC,1748,44436.0
2024-04-19,09:18:01,ABC,0,44436.0
2024-04-19,09:18:02,ABC,0,44436.0
2024-04-19,09:18:03,ABC,0,44436.0
2024-04-19,09:18:04,ABC,0,44436.0
